,1,2,3,5,6,7,action,reward
81,1.0,0.5795887,0.0,0.87402403,0.693511,1.0,0,0.5795887112617493
82,1.0,0.5795887,0.0,0.87564933,0.69392663,1.0,6,0.5795887112617493
83,1.0,0.5795887,0.0,0.8773292,0.69444126,1.0,6,0.5795887112617493
84,1.0,0.5795887,0.0,0.8790442,0.69492954,1.0,0,0.5795887112617493
85,1.0,0.5795887,0.0,0.8807451,0.6954128,1.0,0,0.5795887112617493
86,1.0,0.5795887,0.0,0.8824097,0.69596684,1.0,0,0.5795887112617493
87,1.0,0.5795887,0.0,0.8840708,0.69638866,1.0,6,0.5795887112617493
88,1.0,0.5795887,0.0,0.88582706,0.6967799,1.0,6,0.5795887112617493
89,1.0,0.5795887,0.0,0.8876631,0.6972049,1.0,6,0.5795887112617493
90,1.0,0.5795887,0.0,0.8895833,0.6975763,1.0,6,0.5795887112617493
91,1.0,0.5795887,0.0,0.8913971,0.69792,1.0,6,0.5795887112617493
92,1.0,0.5795887,0.0,0.89315164,0.6982406,1.0,6,0.5795887112617493
93,1.0,0.5795887,0.0,0.8948586,0.6986259,1.0,0,0.5795887112617493
94,1.0,0.5795887,0.0,0.89652,0.6989816,1.0,0,0.5795887112617493
95,1.0,0.5795887,0.0,0.8981214,0.69938374,1.0,0,0.5795887112617493
96,1.0,0.5795887,0.0,0.89964384,0.6999387,1.0,0,0.5795887112617493
97,1.0,0.5795887,0.0,0.9012356,0.7005005,1.0,6,0.5795887112617493
98,1.0,0.5795887,0.0,0.9028424,0.7011176,1.0,6,0.5795887112617493
99,1.0,0.5795887,0.0,0.90451056,0.70180666,1.0,6,0.5795887112617493
100,1.0,0.5795887,0.0,0.9062423,0.7024681,1.0,6,0.5795887112617493
101,1.0,0.5795887,0.0,0.90810764,0.7031688,1.0,6,0.5795887112617493
102,1.0,0.5795887,0.0,0.9098843,0.7038808,1.0,6,0.5795887112617493
103,1.0,0.5795887,0.0,0.9116023,0.7045581,1.0,0,0.5795887112617493
104,1.0,0.5795887,0.0,0.9132945,0.70526654,0.9999884,0,0.5795887112617493
105,1.0,0.5795887,0.0,0.91503334,0.70591116,0.99988806,0,0.5795887112617493
106,1.0,0.5795887,0.0,0.916848,0.7065886,0.9998757,0,0.5795887112617493
107,1.0,0.5795887,0.0,0.91859883,0.70725405,0.9997536,0,0.5795887112617493
108,1.0,0.5795887,0.0,0.920456,0.7078684,0.99964243,0,0.5795887112617493
109,1.0,0.5795887,0.0,0.9223188,0.7084914,0.99962366,0,0.5795887112617493
110,1.0,0.5795887,0.0,0.9241647,0.70908123,0.99968606,0,0.5795887112617493
111,1.0,0.5795887,0.0,0.9261037,0.70961636,0.99988884,6,0.5795887112617493
112,1.0,0.5795887,0.0,0.92788744,0.7102299,1.0,6,0.5795887112617493
113,1.0,0.5795887,0.0,0.9296409,0.7108497,1.0,6,0.5795887112617493
114,1.0,0.5795887,0.0,0.93130434,0.7114921,1.0,6,0.5795887112617493
115,1.0,0.5795887,0.0,0.93296325,0.7121447,1.0,6,0.5795887112617493
116,1.0,0.5795887,0.0,0.93462193,0.7128535,1.0,0,0.5795887112617493
117,1.0,0.5795887,0.0,0.936265,0.7136142,1.0,0,0.5795887112617493
118,1.0,0.5795887,0.0,0.9378794,0.71432644,1.0,0,0.5795887112617493
119,1.0,0.5795887,0.0,0.9395284,0.715137,1.0,0,0.5795887112617493
120,1.0,0.5795887,0.0,0.94108415,0.7159977,1.0,0,0.5795887112617493
121,1.0,0.5795887,0.0,0.94273424,0.7168646,1.0,0,0.5795887112617493
122,1.0,0.5795887,0.0,0.94428724,0.71775985,1.0,0,0.5795887112617493
123,1.0,0.5795887,0.0,0.9457599,0.7186855,1.0,0,0.5795887112617493
124,1.0,0.5795887,0.0,0.9470853,0.71966875,1.0,0,0.5795887112617493
125,1.0,0.5795887,0.0,0.94842905,0.7206992,1.0,6,0.5795887112617493
126,1.0,0.5795887,0.0,0.949763,0.721844,1.0,6,0.5795887112617493
127,1.0,0.5795887,0.0,0.9512601,0.722927,1.0,6,0.5795887112617493
128,1.0,0.5795887,0.0,0.95289826,0.72391593,1.0,6,0.5795887112617493
129,1.0,0.5795887,0.0,0.9545724,0.7248517,1.0,6,0.5795887112617493
130,1.0,0.5795887,0.0,0.9561281,0.7258141,1.0,6,0.5795887112617493
131,1.0,0.5795887,0.0,0.9576869,0.72674334,1.0,6,0.5795887112617493
132,1.0,0.5795887,0.0,0.95911425,0.72762656,1.0,6,0.5795887112617493
133,1.0,0.5795887,0.0,0.9605466,0.7285136,1.0,6,0.5795887112617493
134,1.0,0.5795887,0.0,0.9619371,0.72937626,1.0,0,0.5795887112617493
135,1.0,0.5795887,0.0,0.96309274,0.73028475,1.0,0,0.5795887112617493
136,1.0,0.5795887,0.0,0.96419334,0.7311322,1.0,0,0.5795887112617493
137,1.0,0.5795887,0.0,0.9653031,0.73184866,1.0,0,0.5795887112617493
138,1.0,0.5795887,0.0,0.96643704,0.7324636,1.0,0,0.5795887112617493
139,1.0,0.5795887,0.0,0.9675572,0.73302144,1.0,0,0.5795887112617493
140,1.0,0.5795887,0.0,0.968687,0.7335345,1.0,6,0.5795887112617493
141,1.0,0.5795887,0.0,0.96982723,0.7340015,1.0,6,0.5795887112617493
142,1.0,0.5795887,0.0,0.97092074,0.7344705,1.0,6,0.5795887112617493
143,1.0,0.5795887,0.0,0.9720427,0.7349537,1.0,6,0.5795887112617493
144,1.0,0.5795887,0.0,0.9731643,0.7355394,1.0,6,0.5795887112617493
145,1.0,0.5795887,0.0,0.9742976,0.73607844,1.0,6,0.5795887112617493
146,1.0,0.5795887,0.0,0.97537094,0.7365087,1.0,6,0.5795887112617493
147,1.0,0.5795887,0.0,0.97646487,0.73695076,1.0,6,0.5795887112617493
148,1.0,0.5795887,0.0,0.97757995,0.73745924,1.0,0,0.5795887112617493
149,1.0,0.5795887,0.0,0.97871625,0.73807496,1.0,0,0.5795887112617493
150,1.0,0.5795887,0.0,0.97988456,0.7387146,1.0,0,0.5795887112617493
151,1.0,0.5795887,0.0,0.981184,0.73931086,1.0,6,0.5795887112617493
152,1.0,0.5795887,0.0,0.9824545,0.73976207,1.0,6,0.5795887112617493
153,1.0,0.5795887,0.0,0.98380756,0.7401773,1.0,6,0.5795887112617493
154,1.0,0.5795887,0.0,0.9851869,0.7405526,1.0,6,0.5795887112617493
155,1.0,0.5795887,0.0,0.9864794,0.7409021,1.0,6,0.5795887112617493
156,1.0,0.5795887,0.0,0.98768985,0.74118626,1.0,0,0.5795887112617493
157,1.0,0.5795887,0.0,0.9888731,0.7414793,1.0,0,0.5795887112617493
158,1.0,0.5795887,0.0,0.9900927,0.7418418,1.0,0,0.5795887112617493
159,1.0,0.5795887,0.0,0.99127555,0.74216574,1.0,0,0.5795887112617493
160,1.0,0.5795887,0.0,0.9924454,0.7423845,1.0,0,0.5795887112617493
161,1.0,0.5795887,0.0,0.99355453,0.74262923,1.0,0,0.5795887112617493
162,1.0,0.5795887,0.0,0.994544,0.742816,1.0,6,0.5795887112617493
163,1.0,0.5795887,0.0,0.99553704,0.7429271,1.0,6,0.5795887112617493
164,1.0,0.5795887,0.0,0.99652505,0.74303067,1.0,6,0.5795887112617493
165,1.0,0.5795887,0.0,0.99768573,0.74328125,1.0,0,0.5795887112617493
166,1.0,0.5795887,0.0,0.99873525,0.7435465,1.0,0,0.5795887112617493
167,1.0,0.5795887,0.0,0.9997224,0.7436835,1.0,0,0.5795887112617493
168,1.0,0.5795887,0.0,1.0,0.7438078,1.0,0,0.5795887112617493
169,1.0,0.5795887,0.0,1.0,0.7439647,1.0,0,0.5795887112617493
170,1.0,0.5795887,0.0,1.0,0.7441041,1.0,0,0.5795887112617493
171,1.0,0.5795887,0.0,1.0,0.7441552,1.0,6,0.5795887112617493
172,1.0,0.5795887,0.0,1.0,0.7441638,1.0,6,0.5795887112617493
173,1.0,0.5795887,0.0,1.0,0.74414295,1.0,6,0.5795887112617493
174,1.0,0.5795887,0.0,1.0,0.744167,1.0,6,0.5795887112617493
175,1.0,0.5795887,0.0,1.0,0.7442485,1.0,0,0.5795887112617493
176,1.0,0.5795887,0.0,1.0,0.744302,1.0,6,0.5795887112617493
177,1.0,0.5795887,0.0,1.0,0.74438673,1.0,6,0.5795887112617493
178,1.0,0.5795887,0.0,1.0,0.7444249,1.0,6,0.5795887112617493
179,1.0,0.5795887,0.0,1.0,0.7445336,1.0,6,0.5795887112617493
180,1.0,0.5795887,0.0,1.0,0.74462396,1.0,6,0.5795887112617493
181,1.0,0.5795887,0.0,1.0,0.74477714,1.0,6,0.5795887112617493
182,1.0,0.5795887,0.0,1.0,0.74491066,1.0,6,0.5795887112617493
183,1.0,0.5795887,0.0,1.0,0.74515396,1.0,6,0.5795887112617493
184,1.0,0.5795887,0.0,1.0,0.74539083,1.0,6,0.5795887112617493
185,1.0,0.5795887,0.0,1.0,0.74557346,1.0,6,0.5795887112617493
186,1.0,0.5795887,0.0,1.0,0.74570715,1.0,0,0.5795887112617493
187,1.0,0.5795887,0.0,1.0,0.74577236,1.0,0,0.5795887112617493
188,1.0,0.5795887,0.0,1.0,0.7457704,1.0,0,0.5795887112617493
189,1.0,0.5795887,0.0,1.0,0.7457782,1.0,0,0.5795887112617493
190,1.0,0.5795887,0.0,1.0,0.7457755,1.0,6,0.5795887112617493
191,1.0,0.5795887,0.0,1.0,0.74571353,1.0,6,0.5795887112617493
192,1.0,0.5795887,0.0,1.0,0.74574065,1.0,6,0.5795887112617493
193,1.0,0.5795887,0.0,1.0,0.7458014,1.0,6,0.5795887112617493
194,1.0,0.5795887,0.0,1.0,0.7457964,1.0,6,0.5795887112617493
195,1.0,0.5795887,0.0,1.0,0.74570054,1.0,0,0.5795887112617493
196,1.0,0.5795887,0.0,1.0,0.7456983,1.0,0,0.5795887112617493
197,1.0,0.5795887,0.0,1.0,0.74561906,1.0,0,0.5795887112617493
198,1.0,0.5795887,0.0,1.0,0.74550116,1.0,0,0.5795887112617493
199,1.0,0.5795887,0.0,1.0,0.74548465,1.0,0,0.5795887112617493
200,0.5182571,0.50446486,0.6628848,0.20172232,0.42499197,0.011803159,6,3.9862077832221985
201,0.51237965,0.50446486,0.6503848,0.20252563,0.42469126,0.0109204445,6,4.992085218429565
202,0.5072984,0.50446486,0.63788474,0.20334014,0.4244031,0.010115017,6,4.997166454792023
203,0.50290567,0.50446486,0.62538475,0.20418441,0.42420205,0.009140141,6,4.998440802097321
204,0.49905932,0.50446486,0.61288476,0.20490348,0.42412034,0.008092758,6,4.99459445476532
205,0.49573782,0.50446486,0.6003848,0.20560157,0.4240977,0.007017897,6,4.991272956132889
206,0.4927834,0.50446486,0.5878848,0.20620978,0.42417395,0.0059451694,6,4.988318532705307
207,0.4902587,0.50446486,0.57538474,0.20672967,0.4243626,0.0049575986,6,3.9857938289642334
208,0.48813817,0.50446486,0.56288475,0.20719337,0.42457083,0.0040436927,6,3.9836733043193817
209,0.4864709,0.50446486,0.55038476,0.20761006,0.42477548,0.0031479334,6,3.9820060431957245
210,0.48515335,0.50446486,0.5378848,0.20796818,0.42506787,0.0023572557,6,3.9806884825229645
211,0.48419756,0.50446486,0.5253848,0.2082848,0.42542985,0.0015116009,6,3.9797326922416687
212,0.48372048,0.50446486,0.51288474,0.20859985,0.425806,0.00056952005,6,3.9792556166648865
213,0.48345822,0.50446486,0.5097598,0.20900914,0.4261196,0.0,4,3.9789933562278748
214,0.4833202,0.50446486,0.49725977,0.20947823,0.42630124,0.0,6,3.9788553416728973
215,0.48340708,0.50446486,0.48475975,0.20992249,0.42637336,0.0,6,3.9789422154426575
216,0.48382115,0.50446486,0.47225976,0.210358,0.42636192,0.0,6,3.979356288909912
217,0.4845862,0.50446486,0.45975977,0.21073775,0.42629248,0.0,6,3.9801213443279266
218,0.48570302,0.50446486,0.44725975,0.21116465,0.42629415,0.0,6,3.981238156557083
219,0.4871619,0.50446486,0.43475977,0.21158291,0.4263733,0.0,6,3.9826970398426056
220,0.48887786,0.50446486,0.42225975,0.2119426,0.42638767,0.0,6,3.9844129979610443
221,0.49091917,0.50446486,0.40975976,0.21227571,0.42632365,0.0,6,3.9864543080329895
222,0.4932747,0.50446486,0.39725977,0.21272105,0.42622772,0.0,6,4.988809823989868
223,0.4957817,0.50446486,0.38475975,0.21335271,0.4260517,0.0,6,4.9913168251514435
224,0.4985129,0.50446486,0.37225977,0.21388024,0.42574674,0.0,6,4.994048029184341
225,0.5015225,0.50446486,0.35975975,0.2142784,0.42535898,0.0,6,4.997057616710663
226,0.50476366,0.50446486,0.34725976,0.21464625,0.4249077,0.0,6,4.999701201915741
227,0.50820506,0.50446486,0.33475977,0.2150168,0.42442948,0.0,6,4.996259808540344
228,0.51184034,0.50446486,0.32225975,0.2154238,0.42386577,0.0,6,4.992624521255493
229,0.5156758,0.50446486,0.30975977,0.21588117,0.4233501,0.0,6,4.988789081573486
230,0.51973486,0.50446486,0.29725975,0.21619278,0.42285275,0.0,6,3.9847300052642822
231,0.523961,0.50446486,0.28475976,0.21643226,0.42235118,0.0,6,3.9805038571357727
232,0.5283399,0.50446486,0.27225977,0.21668309,0.42182264,0.0,6,3.976124942302704
233,0.53282964,0.50446486,0.25975975,0.21679874,0.4213951,0.0,6,2.9716352224349976
234,0.5374722,0.50446486,0.24725977,0.21689583,0.4210126,0.0,6,2.966992676258087
235,0.54225624,0.50446486,0.23475976,0.21711195,0.42061195,0.0,6,2.96220862865448
236,0.5471905,0.50446486,0.22225976,0.21738228,0.4203216,0.0,6,2.957274377346039
237,0.5522253,0.50446486,0.20975976,0.2175548,0.42002255,0.0,6,2.9522395730018616
238,0.55742496,0.50446486,0.19725975,0.2175844,0.41977832,0.0,6,0.9470399022102356
239,0.56272995,0.50446486,0.18475977,0.21758182,0.4194654,0.0,6,0.9417349100112915
240,0.5681381,0.50446486,0.17225976,0.2176135,0.4191201,0.0,6,0.9363267421722412
241,0.57357967,0.50446486,0.15975976,0.21768463,0.41874352,0.0,6,0.9308851957321167
242,0.57918286,0.50446486,0.14725976,0.21768783,0.41843212,0.0,6,0.9252820014953613
243,0.58484334,0.50446486,0.13475975,0.217719,0.41815954,0.0,6,0.9196215271949768
244,0.59058726,0.50446486,0.12225976,0.21763358,0.41785988,0.0,6,0.9138776063919067
245,0.59644514,0.50446486,0.10975976,0.21748099,0.41747966,0.0,6,0.9080197215080261
246,0.6023215,0.50446486,0.09725976,0.2171892,0.417055,0.0,6,0.9021433591842651
247,0.60831535,0.50446486,0.08475976,0.21693362,0.41661847,0.0,6,0.8961495161056519
248,0.6143715,0.50446486,0.07225976,0.21664877,0.4161781,0.0,6,0.8900933861732483
249,0.6203882,0.50446486,0.05975976,0.21630779,0.415765,0.0,6,0.8840766549110413
250,0.62651163,0.50446486,0.04725976,0.2159828,0.41535333,0.0,6,0.8779532313346863
251,0.6326353,0.50446486,0.03475976,0.21570997,0.41486043,0.0,6,0.8718295693397522
252,0.6388458,0.50446486,0.02225976,0.21541068,0.41431573,0.0,6,0.8656190633773804
253,0.64505666,0.50446486,0.0097597595,0.21513057,0.4137281,0.0,6,0.8594081997871399
254,0.6512984,0.50446486,0.0,0.21480107,0.41305846,0.0,6,0.8531664609909058
255,0.6575799,0.50446486,0.0,0.21461852,0.4123832,0.0,6,0.8468849658966064
256,0.66376257,0.50446486,0.0,0.21446237,0.41169316,0.0,6,0.8407022953033447
257,0.6698041,0.50446486,0.0,0.21410416,0.41095692,0.0,6,0.8346607685089111
258,0.67572194,0.50446486,0.0,0.21378441,0.4102855,0.0,6,0.8287429213523865
259,0.6815603,0.50446486,0.0,0.21344146,0.409748,0.0,6,0.8229045867919922
260,0.6874019,0.50446486,0.0,0.21304531,0.40927884,0.0,6,0.8170629739761353
261,0.69327044,0.50446486,0.0,0.21250418,0.40881827,0.0,6,0.8111944198608398
262,0.6991035,0.50446486,0.0,0.21198876,0.4082541,0.0,6,0.8053613901138306
263,0.70493686,0.50446486,0.0,0.21147357,0.40775183,0.0,6,0.7995280027389526
264,0.71073854,0.50446486,0.0,0.21101686,0.4072128,0.0,6,0.7937263250350952
265,0.7164844,0.50446486,0.0,0.21058165,0.40668672,0.0,6,0.7879804372787476
266,0.722208,0.50446486,0.0,0.2101372,0.40628138,0.0,6,0.7822568416595459
267,0.72793275,0.50446486,0.0,0.20979771,0.4059227,0.0,6,0.7765321135520935
268,0.73364276,0.50446486,0.0,0.20950514,0.40550685,4.7509035e-05,6,0.7708221077919006
269,0.7393372,0.50446486,0.0,0.20913763,0.40505064,9.193424e-05,6,0.7651276588439941
270,0.74499667,0.50446486,0.0,0.2088009,0.40463066,9.6502175e-05,6,0.7594681978225708
271,0.7506169,0.50446486,0.0,0.20842512,0.4041838,0.0,6,0.7538479566574097
272,0.7562515,0.50446486,0.0,0.20804682,0.40366608,7.0404285e-06,6,0.7482133507728577
273,0.7618845,0.50446486,0.0,0.20779951,0.40306515,3.003454e-05,4,0.7425803542137146
274,0.7675206,0.50446486,0.0,0.20762506,0.4023819,0.0,4,0.7369442582130432
275,0.7731723,0.50446486,0.0,0.20752057,0.40175408,0.0,4,0.7312925457954407
276,0.7788497,0.50446486,0.0,0.20749336,0.40106583,0.0,4,0.7256151437759399
277,0.78455657,0.50446486,0.0,0.20739543,0.40035775,0.0,4,0.7199082970619202
278,0.79026,0.50446486,0.0,0.20729434,0.39957434,0.0001235941,4,0.7142048478126526
279,0.79601777,0.50446486,0.0,0.20716849,0.39880624,0.0005007919,4,0.7084470987319946
280,0.80176413,0.50446486,0.0,0.20703854,0.39792648,0.000912727,4,0.7027007341384888
281,0.8075045,0.50446486,0.0,0.20696375,0.396966,0.001196195,4,0.6969603896141052
282,0.8132027,0.50446486,0.0,0.20690969,0.39592984,0.0014406113,4,0.6912621855735779
283,0.81886023,0.50446486,0.0,0.20675546,0.3948439,0.0017441071,4,0.6856046319007874
284,0.8245076,0.50446486,0.0,0.20651864,0.39379692,0.0019500068,4,0.6799572706222534
285,0.8300875,0.50446486,0.0,0.20614251,0.39276674,0.0020637694,4,0.6743773818016052
286,0.8356783,0.50446486,0.0,0.20574506,0.3916944,0.0022026422,4,0.6687865853309631
287,0.8412551,0.50446486,0.0,0.2053595,0.39064834,0.0023946813,4,0.6632097363471985
288,0.8467756,0.50446486,0.0,0.20506446,0.3896712,0.002667188,4,0.6576892733573914
289,0.8522897,0.50446486,0.0,0.20472273,0.38878554,0.0029933406,4,0.6521751880645752
290,0.857796,0.50446486,0.0,0.20440948,0.38790047,0.0033659437,4,0.6466688513755798
291,0.86336434,0.50446486,0.0,0.20419556,0.3870085,0.003856526,4,0.6411005258560181
292,0.8689568,0.50446486,0.0,0.20396554,0.38616148,0.0043352353,4,0.6355080604553223
293,0.874553,0.50446486,0.0,0.20370695,0.38536924,0.004728534,4,0.6299118399620056
294,0.8801046,0.50446486,0.0,0.20351721,0.38467315,0.005013119,4,0.6243602633476257
295,0.88562614,0.50446486,0.0,0.20345902,0.38398555,0.005217287,4,0.6188387274742126
296,0.8911055,0.50446486,0.0,0.20339869,0.38324782,0.005367167,4,0.6133593916893005
297,0.89659387,0.50446486,0.0,0.203304,0.3825019,0.0055132355,4,0.6078709959983826
298,0.9020646,0.50446486,0.0,0.20322652,0.3816894,0.005462659,4,0.6024002432823181
299,0.90757936,0.50446486,0.0,0.20314369,0.38086712,0.005366263,4,0.5968855023384094
300,0.91307163,0.50446486,0.0,0.20310822,0.3800229,0.005619447,4,0.591393232345581
301,0.9185861,0.50446486,0.0,0.20297101,0.3790788,0.0059286347,4,0.5858787894248962
302,0.9240767,0.50446486,0.0,0.20278749,0.37809673,0.006224429,4,0.5803881883621216
303,0.9295033,0.50446486,0.0,0.20266409,0.37708437,0.006570687,4,0.5749615430831909
304,0.93498003,0.50446486,0.0,0.2025747,0.37601152,0.006966521,4,0.5694848299026489
305,0.9404442,0.50446486,0.0,0.20258094,0.3748971,0.007399437,4,0.5640206933021545
306,0.9458567,0.50446486,0.0,0.20253234,0.373818,0.007949232,4,0.5586081743240356
307,0.9512066,0.50446486,0.0,0.20249388,0.37275112,0.008441764,4,0.5532582402229309
308,0.95655566,0.50446486,0.0,0.20247452,0.3717298,0.00898576,4,0.5479092001914978
309,0.96197575,0.50446486,0.0,0.20253992,0.37079775,0.009461477,4,0.5424891114234924
310,0.96741486,0.50446486,0.0,0.20274922,0.36983958,0.009962814,4,0.5370500087738037
311,0.97283113,0.50446486,0.0,0.20298849,0.36894304,0.010463789,4,0.531633734703064
312,0.97824204,0.50446486,0.0,0.20319273,0.36796233,0.011065886,4,0.526222825050354
