TimeStamp,LIC101_PV_%,LIC101_SV_%,LIC101_MV_%,FI101_PV_gpm,FIC11_PV_gpm,FIC12_PV_gpm,FIC13_PV_gpm
2023-03-02 01:00:00,56.15676,45.26992,0.0,35.594,0.08352183,27.351833,13.2164345
2023-03-02 01:00:01,56.155903,45.26992,5.8189764,41.597965,0.080391355,27.377556,13.193744
2023-03-02 01:00:02,56.154434,45.26992,6.4173193,42.27007,0.077768266,27.406294,13.168656
2023-03-02 01:00:03,56.152348,45.26992,7.0153065,42.95262,0.07607242,27.4343,13.142296
2023-03-02 01:00:04,56.14963,45.26992,7.612901,43.645733,0.07304663,27.463776,13.117296
2023-03-02 01:00:05,56.14628,45.26992,8.210063,44.349518,0.07263797,27.493,13.08929
2023-03-02 01:00:06,56.142277,45.26992,8.806754,45.064083,0.073961765,27.520863,13.061612
2023-03-02 01:00:07,56.137615,45.26992,9.402933,45.78953,0.073959954,27.548489,13.03297
2023-03-02 01:00:08,56.132286,45.26992,9.998559,46.52597,0.07424145,27.576448,13.003867
2023-03-02 01:00:09,56.126278,45.26992,10.593591,47.273502,0.07513241,27.605648,12.973777
2023-03-02 01:00:10,56.11958,45.26992,11.187986,48.032227,0.077446155,27.633766,12.943927
2023-03-02 01:00:11,56.112183,45.26992,11.781703,48.80224,0.07863544,27.661356,12.914427
2023-03-02 01:00:12,56.104076,45.26992,12.374699,49.583637,0.07865161,27.688202,12.8861
2023-03-02 01:00:13,56.09525,45.26992,12.966929,50.376514,0.080584235,27.713095,12.857427
2023-03-02 01:00:14,56.08569,45.26992,13.558351,51.18096,0.08136058,27.738161,12.82919
2023-03-02 01:00:15,56.075386,45.26992,14.148916,51.997063,0.083197154,27.764269,12.79962
2023-03-02 01:00:16,56.06433,45.26992,14.738581,52.8249,0.08462847,27.791073,12.769875
2023-03-02 01:00:17,56.052513,45.26992,15.327298,53.664562,0.08540724,27.819365,12.741527
2023-03-02 01:00:18,56.039925,45.26992,15.915023,54.516113,0.08658692,27.849077,12.711306
2023-03-02 01:00:19,56.026554,45.26992,16.501709,55.37964,0.08998928,27.878017,12.682555
2023-03-02 01:00:20,56.012394,45.26992,17.087307,56.255207,0.0949234,27.906567,12.653926
