TimeStamp,LIC101_PV_%,LIC101_SV_%,LIC101_MV_%,FI101_PV_gpm,FIC11_PV_gpm,FIC12_PV_gpm,FIC13_PV_gpm
2023-03-03 02:00:00,0.5196359,0.5181939,0.6449349,0.34151336776859503,0.6056386,0.4191092093023256,0.0
2023-03-03 02:00:01,0.5196034,0.5181939,0.6437496,0.3402014876033058,0.6055666285714285,0.4190771627906977,0.0
2023-03-03 02:00:02,0.51957035,0.5181939,0.6438124999999999,0.3402709917355372,0.6054825714285714,0.4190369302325581,0.0
2023-03-03 02:00:03,0.51953682,0.5181939,0.6438733000000001,0.3403382231404959,0.6053800571428571,0.41900916279069766,0.0
2023-03-03 02:00:04,0.5195028,0.5181939,0.643932,0.3404031611570248,0.6052696857142857,0.4189919534883721,0.0
2023-03-03 02:00:05,0.51946827,0.5181939,0.6439887,0.3404657644628099,0.6051676285714286,0.4189673953488372,0.0
2023-03-03 02:00:06,0.5194333,0.5181939,0.6440433,0.3405261157024793,0.6050652,0.4189498604651163,0.0
2023-03-03 02:00:07,0.51939785,0.5181939,0.6440957,0.3405840909090909,0.6049721428571428,0.4189288372093023,0.0
2023-03-03 02:00:08,0.51936195,0.5181939,0.6441459999999999,0.3406396694214876,0.6048853714285715,0.4188942325581395,0.0
2023-03-03 02:00:09,0.51932568,0.5181939,0.6441939999999999,0.3406928925619835,0.6048016,0.4188712558139535,0.0
2023-03-03 02:00:10,0.51928898,0.5181939,0.6442399600000001,0.34074367768595043,0.6047106285714285,0.41884272558139535,0.0
2023-03-03 02:00:11,0.51925186,0.5181939,0.6442837,0.3407920661157025,0.6046269714285715,0.4188113488372093,0.0
2023-03-03 02:00:12,0.51921436,0.5181939,0.6443251999999999,0.3408379752066115,0.6045441714285714,0.41879153488372095,0.0
2023-03-03 02:00:13,0.5191765199999999,0.5181939,0.6443644000000001,0.3408814049586777,0.6044500285714286,0.4187786976744186,0.0
2023-03-03 02:00:14,0.5191382999999999,0.5181939,0.6444014,0.3409223553719008,0.6043471428571429,0.41876865116279066,0.0
2023-03-03 02:00:15,0.51909973,0.5181939,0.6444361000000001,0.340960785123967,0.6042438857142857,0.41876358139534886,0.0
2023-03-03 02:00:16,0.5190608600000001,0.5181939,0.6444686000000001,0.340996694214876,0.6041416285714285,0.4187614418604651,0.0
2023-03-03 02:00:17,0.51902164,0.5181939,0.6444987999999999,0.3410301859504132,0.6040225142857143,0.41876088372093023,0.0
2023-03-03 02:00:18,0.5189821,0.5181939,0.6445267,0.34106107438016525,0.6038992,0.4187562790697675,0.0
2023-03-03 02:00:19,0.51894222,0.5181939,0.6445522,0.3410893181818182,0.6037870857142857,0.41875548837209303,0.0
2023-03-03 02:00:20,0.51890205,0.5181939,0.6445753999999999,0.3411150619834711,0.6036834857142858,0.41874911627906974,0.0
2023-03-03 02:00:21,0.5188615999999999,0.5181939,0.6445963,0.34113814049586777,0.6035810285714285,0.418744,0.0
2023-03-03 02:00:22,0.5188209,0.5181939,0.6446149,0.34115867768595043,0.6034909142857143,0.41872767441860465,0.0
2023-03-03 02:00:23,0.51878,0.5181939,0.64463104,0.341176632231405,0.6034257714285715,0.41871181395348833,0.0
2023-03-03 02:00:24,0.51873886,0.5181939,0.6446448499999999,0.3411919214876033,0.6033526857142857,0.418691488372093,0.0
2023-03-03 02:00:25,0.5186975,0.5181939,0.6446563000000001,0.34120462809917357,0.6032824571428572,0.4186724186046512,0.0
2023-03-03 02:00:26,0.51865597,0.5181939,0.6446653999999999,0.3412146694214876,0.6031982857142858,0.41866330232558135,0.0
2023-03-03 02:00:27,0.51861427,0.5181939,0.6446721,0.3412220867768595,0.6031234857142858,0.41865037209302325,0.0
2023-03-03 02:00:28,0.5185723999999999,0.5181939,0.6446764,0.3412269008264463,0.60304208,0.41863609302325583,0.0
2023-03-03 02:00:29,0.5185303,0.5181939,0.6446784,0.34122909090909087,0.6029616,0.41861818604651163,0.0
2023-03-03 02:00:30,0.5184881,0.5181939,0.644678,0.3412286363636364,0.6028760571428572,0.4186013953488372,0.0
2023-03-03 02:00:31,0.51844566,0.5181939,0.6446751399999999,0.34122545454545455,0.6027833142857143,0.4185771860465116,0.0
2023-03-03 02:00:32,0.5184031,0.5181939,0.6446698999999999,0.34121964876033056,0.6026764571428571,0.41856293023255814,0.0
2023-03-03 02:00:33,0.51836037,0.5181939,0.64466225,0.3412111776859504,0.6025626057142857,0.4185578139534884,0.0
2023-03-03 02:00:34,0.5183175,0.5181939,0.6446522,0.341200041322314,0.6024563428571429,0.4185527906976744,0.0
2023-03-03 02:00:35,0.5182745,0.5181939,0.6446397,0.3411861776859504,0.6023529485714286,0.4185500930232558,0.0
2023-03-03 02:00:36,0.51823143,0.5181939,0.6446248,0.3411696487603306,0.6022452228571429,0.418555488372093,0.0
2023-03-03 02:00:37,0.5181882999999999,0.5181939,0.6446075,0.34115051652892564,0.6021390285714285,0.418558511627907,0.0
2023-03-03 02:00:38,0.51814507,0.5181939,0.6445877,0.3411286776859504,0.6020280571428571,0.4185589302325582,0.0
2023-03-03 02:00:39,0.51810177,0.5181939,0.6445656,0.34110411157024795,0.6019161142857142,0.41855651162790697,0.0
2023-03-03 02:00:40,0.5180584,0.5181939,0.6445409999999999,0.34107694214876033,0.6018077714285714,0.41854993023255815,0.0
2023-03-03 02:00:41,0.51801495,0.5181939,0.644514,0.34104704545454545,0.6016893142857143,0.4185373720930233,0.0
2023-03-03 02:00:42,0.51797142,0.5181939,0.6444846,0.3410144628099173,0.6015628914285714,0.4185187906976744,0.0
